Year,Month,Day,Hour,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,,Dew Point Norm,Solar Zenith Angle Norm,Surface Albedo,Wind Speed Norm,Relative Humidity Norm,Temperature Norm,Pressure,Pressure Cat
2014,1,2,6,0,0,0,0,0,0,Cirrus,,0.279069767,0.840388889,0.866,0.137614679,0.7467,0.294117647,1020,>=1020
2014,1,2,7,0,0,0,0,0,0,Cirrus,,0.279069767,0.784444444,0.866,0.165137615,0.7772,0.294117647,1020,>=1020
2014,1,2,8,0,0,0,0,0,0,Overlapping,,0.302325581,0.723777778,0.866,0.211009174,0.8011,0.294117647,1020,>=1020
2014,1,2,9,0,0,0,0,0,0,Cirrus,,0.302325581,0.662055556,0.866,0.247706422,0.8253,0.294117647,1020,>=1020
2014,1,2,10,0,0,0,0,0,0,Cirrus,,0.302325581,0.601277778,0.866,0.266055046,0.8429,0.294117647,1020,>=1020
2014,1,2,11,0,0,0,0,0,0,Cirrus,,0.302325581,0.543055556,0.866,0.275229358,0.8582,0.294117647,1020,>=1020
2014,1,2,12,19.15384615,290,34.61538462,19.15384615,290,34.61538462,Cirrus,,0.325581395,0.488944444,0.866,0.293577982,0.8181,0.31372549,1010,1010
2014,1,2,13,69,89,86,90,277,141,Cirrus,,0.325581395,0.441055556,0.866,0.321100917,0.7915,0.333333333,1010,1010
2014,1,2,14,114,22,121,134,459,273,Cirrus,,0.348837209,0.401944444,0.866,0.366972477,0.8336,0.333333333,1010,1010
2014,1,2,15,48,676.2380952,48,162,539,370,Cirrus,,0.372093023,0.374611111,0.866,0.394495413,0.8152,0.352941176,1010,1010
2014,1,2,16,169,37,184,170,586,416,Cirrus,,0.372093023,0.361833333,0.866,0.412844037,0.7923,0.37254902,1010,1010
2014,1,2,17,151,12,156,160,597,406,Opaque Ice,,0.395348837,0.365166667,0.866,0.431192661,0.819,0.37254902,1010,1010
2014,1,2,18,130,10,133,141,552,338,Opaque Ice,,0.395348837,0.384277778,0.866,0.458715596,0.8332,0.37254902,1010,1010
2014,1,2,19,95,14,99,110,434,223,Opaque Ice,,0.395348837,0.416833333,0.866,0.47706422,0.8391,0.37254902,1010,1010
2014,1,2,20,52.68181818,447.9047619,126.5,54.90909091,543.1363636,152,Opaque Ice,,0.395348837,0.459888889,0.866,0.504587156,0.8924,0.352941176,1010,1010
2014,1,2,21,0,0,0,0,0,0,Opaque Ice,,0.395348837,0.510611111,0.866,0.532110092,0.8715,0.352941176,1000,1000
2014,1,2,22,0,0,0,0,0,0,Opaque Ice,,0.372093023,0.566611111,0.866,0.541284404,0.9145,0.333333333,1000,1000
2014,1,2,23,0,0,0,0,0,0,Opaque Ice,,0.372093023,0.626111111,0.866,0.550458716,0.8986,0.333333333,1000,1000
2014,1,3,0,0,0,0,0,0,0,Opaque Ice,,0.372093023,0.687444444,0.866,0.568807339,0.8835,0.333333333,1000,1000
2014,1,3,1,0,0,0,0,0,0,Opaque Ice,,0.348837209,0.749,0.866,0.587155963,0.9257,0.31372549,1000,1000
2014,1,3,2,0,0,0,0,0,0,Opaque Ice,,0.348837209,0.808277778,0.866,0.605504587,0.8914,0.31372549,1000,1000
2014,1,3,3,0,0,0,0,0,0,Opaque Ice,,0.325581395,0.86,0.866,0.614678899,0.9245,0.294117647,1000,1000
2014,1,3,4,0,0,0,0,0,0,Opaque Ice,,0.325581395,0.890777778,0.866,0.623853211,0.8905,0.294117647,1000,1000
2014,1,3,5,0,0,0,0,0,0,Opaque Ice,,0.302325581,0.882111111,0.866,0.633027523,0.9094,0.274509804,1000,1000
2014,1,3,6,0,0,0,0,0,0,Opaque Ice,,0.279069767,0.840388889,0.866,0.651376147,0.9139,0.254901961,1000,1000
2014,1,3,7,0,0,0,0,0,0,Opaque Ice,,0.279069767,0.784555556,0.866,0.669724771,0.9279,0.235294118,1000,1000
2014,1,3,8,0,0,0,0,0,0,Opaque Ice,,0.255813953,0.723944444,0.866,0.678899083,0.8874,0.235294118,1000,1000
2014,1,3,9,0,0,0,0,0,0,Opaque Ice,,0.23255814,0.662222222,0.866,0.697247706,0.9172,0.215686275,1000,1000
2014,1,3,10,0,0,0,0,0,0,Cirrus,,0.23255814,0.601444444,0.866,0.706422018,0.9291,0.196078431,1000,1000
2014,1,3,11,0,0,0,0,0,0,Cirrus,,0.209302326,0.543111111,0.866,0.697247706,0.924,0.176470588,1000,1000
2014,1,3,12,19.15384615,290,34.61538462,19.15384615,290,34.61538462,Cirrus,,0.162790698,0.488944444,0.866,0.678899083,0.9213,0.156862745,1000,1000
2014,1,3,13,25,451.4782609,25,75,423,153,Cirrus,,0.162790698,0.441,0.866,0.660550459,0.9472,0.137254902,1000,1000
2014,1,3,14,123,162,172,108,606,292,Super-Cooled Water,,0.162790698,0.401777778,0.866,0.633027523,0.8585,0.156862745,1000,1000
2014,1,3,15,120,716,396,120,716,396,Probably Clear,,0.162790698,0.374277778,0.866,0.605504587,0.8744,0.156862745,1000,1000
2014,1,3,16,184,131,240,122,771,447,Super-Cooled Water,,0.162790698,0.361333333,0.866,0.587155963,0.8362,0.176470588,1000,1000
2014,1,3,17,179,157,243,117,775,437,Super-Cooled Water,,0.186046512,0.364555556,0.866,0.559633028,0.8636,0.176470588,1010,1010
2014,1,3,18,93,784,373,93,784,373,Clear,,0.186046512,0.383555556,0.866,0.541284404,0.8832,0.176470588,1010,1010
2014,1,3,19,75,688,255,75,688,255,Clear,,0.186046512,0.416055556,0.866,0.52293578,0.8792,0.176470588,1010,1010
2014,1,3,20,43,498,107,43,498,107,Clear,,0.186046512,0.459111111,0.866,0.504587156,0.8548,0.176470588,1010,1010
2014,1,3,21,0,0,0,0,0,0,Probably Clear,,0.162790698,0.509833333,0.866,0.495412844,0.876,0.156862745,1010,1010
2014,1,3,22,0,0,0,0,0,0,Probably Clear,,0.139534884,0.565833333,0.866,0.486238532,0.8982,0.137254902,1020,>=1020
2014,1,3,23,0,0,0,0,0,0,Clear,,0.139534884,0.625277778,0.866,0.467889908,0.8529,0.137254902,1020,>=1020
2014,1,4,0,0,0,0,0,0,0,Probably Clear,,0.11627907,0.686611111,0.866,0.440366972,0.8832,0.117647059,1020,>=1020
2014,1,4,1,0,0,0,0,0,0,Probably Clear,,0.093023256,0.748166667,0.866,0.412844037,0.9166,0.098039216,1020,>=1020
2014,1,4,2,0,0,0,0,0,0,Probably Clear,,0.093023256,0.807444444,0.866,0.394495413,0.9571,0.078431373,1020,>=1020
2014,1,4,3,0,0,0,0,0,0,Super-Cooled Water,,0.093023256,0.859222222,0.866,0.357798165,0.9251,0.078431373,1020,>=1020
2014,1,4,4,0,0,0,0,0,0,Super-Cooled Water,,0.069767442,0.890111111,0.866,0.321100917,0.9657,0.058823529,1020,>=1020
2014,1,4,5,0,0,0,0,0,0,Overlapping,,0.069767442,0.881833333,0.866,0.293577982,0.9325,0.058823529,1020,>=1020
2014,1,4,6,0,0,0,0,0,0,Overlapping,,0.046511628,0.840333333,0.866,0.266055046,0.8983,0.058823529,1020,>=1020
2014,1,4,7,0,0,0,0,0,0,Overlapping,,0.046511628,0.784666667,0.866,0.247706422,0.8047,0.078431373,1020,>=1020
2014,1,4,8,0,0,0,0,0,0,Overlapping,,0.046511628,0.724055556,0.866,0.23853211,0.7897,0.078431373,1020,>=1020
2014,1,4,9,0,0,0,0,0,0,Overlapping,,0.046511628,0.662333333,0.866,0.229357798,0.7857,0.078431373,1020,>=1020
2014,1,4,10,0,0,0,0,0,0,Overlapping,,0.046511628,0.6015,0.866,0.229357798,0.7941,0.078431373,1020,>=1020
2014,1,4,11,0,0,0,0,0,0,Overlapping,,0.046511628,0.543166667,0.866,0.23853211,0.7464,0.098039216,1020,>=1020
2014,1,4,12,19.15384615,290,34.61538462,19.15384615,290,34.61538462,Overlapping,,0.046511628,0.488888889,0.866,0.247706422,0.7086,0.117647059,1020,>=1020
2014,1,4,13,48,642,167,48,642,167,Probably Clear,,0.093023256,0.440833333,0.866,0.247706422,0.6736,0.156862745,1020,>=1020
2014,1,4,14,68,780,306,68,780,306,Clear,,0.139534884,0.4015,0.866,0.266055046,0.6993,0.196078431,1020,>=1020
2014,1,4,15,77,853,406,77,853,406,Clear,,0.162790698,0.373833333,0.866,0.28440367,0.6751,0.235294118,1020,>=1020
2014,1,4,16,80,881,453,80,881,453,Clear,,0.209302326,0.360777778,0.866,0.302752294,0.6546,0.274509804,1020,>=1020
2014,1,4,17,78,876,441,78,876,441,Clear,,0.255813953,0.363888889,0.866,0.330275229,0.6854,0.294117647,1020,>=1020
2014,1,4,18,70,838,372,70,838,372,Clear,,0.279069767,0.382833333,0.866,0.357798165,0.7075,0.31372549,1020,>=1020
2014,1,4,19,58,744,254,58,744,254,Clear,,0.302325581,0.415277778,0.866,0.366972477,0.7677,0.31372549,1020,>=1020
2014,1,4,20,38,531,107,38,531,107,Clear,,0.325581395,0.458277778,0.866,0.376146789,0.8099,0.31372549,1020,>=1020
2014,1,4,21,0,0,0,0,0,0,Probably Clear,,0.325581395,0.509,0.866,0.366972477,0.8359,0.31372549,1020,>=1020
2014,1,4,22,0,0,0,0,0,0,Probably Clear,,0.348837209,0.565,0.866,0.357798165,0.8676,0.31372549,1020,>=1020
2014,1,4,23,0,0,0,0,0,0,Clear,,0.348837209,0.6245,0.866,0.357798165,0.8933,0.31372549,1020,>=1020
2014,1,5,0,0,0,0,0,0,0,Clear,,0.348837209,0.685833333,0.866,0.366972477,0.8492,0.333333333,1020,>=1020
2014,1,5,1,0,0,0,0,0,0,Clear,,0.372093023,0.747388889,0.866,0.376146789,0.8719,0.333333333,1020,>=1020
2014,1,5,2,0,0,0,0,0,0,Clear,,0.372093023,0.806666667,0.866,0.366972477,0.9,0.333333333,1020,>=1020
2014,1,5,3,0,0,0,0,0,0,Probably Clear,,0.372093023,0.858388889,0.866,0.348623853,0.92,0.333333333,1020,>=1020
2014,1,5,4,0,0,0,0,0,0,Clear,,0.372093023,0.889444444,0.866,0.311926606,0.9194,0.333333333,1020,>=1020
2014,1,5,5,0,0,0,0,0,0,Probably Clear,,0.372093023,0.881444444,0.866,0.28440367,0.902,0.333333333,1020,>=1020
2014,1,5,6,0,0,0,0,0,0,Clear,,0.372093023,0.840277778,0.866,0.256880734,0.9353,0.31372549,1020,>=1020
2014,1,5,7,0,0,0,0,0,0,Cirrus,,0.348837209,0.784722222,0.866,0.23853211,0.9478,0.294117647,1020,>=1020
2014,1,5,8,0,0,0,0,0,0,Super-Cooled Water,,0.325581395,0.724166667,0.866,0.229357798,0.932,0.274509804,1020,>=1020
2014,1,5,9,0,0,0,0,0,0,Probably Clear,,0.302325581,0.662444444,0.866,0.247706422,0.9524,0.254901961,1020,>=1020
2014,1,5,10,0,0,0,0,0,0,Clear,,0.279069767,0.601555556,0.866,0.256880734,0.9259,0.254901961,1020,>=1020
2014,1,5,11,0,0,0,0,0,0,Probably Clear,,0.279069767,0.543166667,0.866,0.247706422,0.9195,0.254901961,1020,>=1020
2014,1,5,12,15,262,24,15,262,24,Probably Clear,,0.279069767,0.488833333,0.866,0.229357798,0.8519,0.274509804,1020,>=1020
2014,1,5,13,48,644,167,48,644,167,Clear,,0.302325581,0.440666667,0.866,0.19266055,0.7822,0.31372549,1020,>=1020
2014,1,5,14,90,479,236,66,780,305,Super-Cooled Water,,0.348837209,0.401166667,0.866,0.155963303,0.767,0.352941176,1020,>=1020
2014,1,5,15,136,407,293,80,823,399,Super-Cooled Water,,0.372093023,0.373444444,0.866,0.155963303,0.7818,0.37254902,1020,>=1020
2014,1,5,16,181,220,275,92,819,440,Super-Cooled Water,,0.395348837,0.360222222,0.866,0.19266055,0.8514,0.37254902,1020,>=1020
2014,1,5,17,100,777,424,100,777,424,Probably Clear,,0.418604651,0.363222222,0.866,0.220183486,0.9167,0.37254902,1020,>=1020
2014,1,5,18,92,726,355,92,726,355,Probably Clear,,0.441860465,0.382055556,0.866,0.229357798,0.9059,0.392156863,1020,>=1020
2014,1,5,19,99,18,104,77,613,240,Super-Cooled Water,,0.441860465,0.414444444,0.866,0.220183486,0.947,0.392156863,1020,>=1020
2014,1,5,20,52.68181818,447.9047619,126.5,54.90909091,543.1363636,152,Super-Cooled Water,,0.441860465,0.457444444,0.866,0.201834862,0.9747,0.392156863,1010,1010
2014,1,5,21,0,0,0,0,0,0,Cirrus,,0.441860465,0.508166667,0.866,0.183486239,0.9902,0.392156863,1010,1010
2014,1,5,22,0,0,0,0,0,0,Cirrus,,0.465116279,0.564166667,0.866,0.19266055,1,0.392156863,1010,1010
2014,1,5,23,0,0,0,0,0,0,Cirrus,,0.465116279,0.623666667,0.866,0.23853211,1,0.392156863,1010,1010
2014,1,6,0,0,0,0,0,0,0,Opaque Ice,,0.465116279,0.685,0.866,0.293577982,0.9972,0.411764706,1010,1010
2014,1,6,1,0,0,0,0,0,0,Opaque Ice,,0.488372093,0.7465,0.866,0.321100917,1,0.411764706,1010,1010
2014,1,6,2,0,0,0,0,0,0,Opaque Ice,,0.488372093,0.805777778,0.866,0.348623853,1,0.431372549,1010,1010
2014,1,6,3,0,0,0,0,0,0,Opaque Ice,,0.534883721,0.857555556,0.866,0.366972477,1,0.450980392,1010,1010
2014,1,6,4,0,0,0,0,0,0,Opaque Ice,,0.534883721,0.888722222,0.866,0.394495413,1,0.450980392,1000,1000
2014,1,6,5,0,0,0,0,0,0,Opaque Ice,,0.534883721,0.881055556,0.866,0.394495413,1,0.470588235,1000,1000
2014,1,6,6,0,0,0,0,0,0,Cirrus,,0.534883721,0.840166667,0.866,0.376146789,1,0.470588235,1000,1000
2014,1,6,7,0,0,0,0,0,0,Cirrus,,0.581395349,0.784722222,0.866,0.385321101,1,0.490196078,1000,1000
2014,1,6,8,0,0,0,0,0,0,Cirrus,,0.581395349,0.724222222,0.866,0.376146789,1,0.490196078,1000,1000
2014,1,6,9,0,0,0,0,0,0,Probably Clear,,0.581395349,0.6625,0.866,0.366972477,1,0.490196078,1000,1000
2014,1,6,10,0,0,0,0,0,0,Super-Cooled Water,,0.604651163,0.601611111,0.866,0.366972477,1,0.509803922,990,<=900
2014,1,6,11,0,0,0,0,0,0,Water,,0.604651163,0.543166667,0.866,0.403669725,1,0.509803922,990,<=900
2014,1,6,12,19.15384615,290,34.61538462,19.15384615,290,34.61538462,Water,,0.627906977,0.488722222,0.866,0.431192661,1,0.529411765,990,<=900
2014,1,6,13,27,451.4782609,27,56,489,147,Cirrus,,0.627906977,0.440444444,0.866,0.431192661,1,0.529411765,990,<=900
2014,1,6,14,106,538.5384615,106,82,636,277,Cirrus,,0.651162791,0.400833333,0.866,0.440366972,1,0.529411765,990,<=900
2014,1,6,15,115,676.2380952,115,102,686,369,Opaque Ice,,0.651162791,0.372944444,0.866,0.449541284,1,0.549019608,990,<=900
2014,1,6,16,144,1,145,115,696,412,Cirrus,,0.651162791,0.359611111,0.866,0.458715596,1,0.568627451,990,<=900
2014,1,6,17,161,23,170,114,690,403,Opaque Ice,,0.651162791,0.3625,0.866,0.431192661,1,0.549019608,980,<=900
2014,1,6,18,155,134,204,118,600,337,Opaque Ice,,0.627906977,0.381222222,0.866,0.357798165,1,0.529411765,990,<=900
2014,1,6,19,63,488.7692308,63,105,448,225,Cirrus,,0.604651163,0.413611111,0.866,0.302752294,1,0.509803922,990,<=900
2014,1,6,20,52.68181818,447.9047619,126.5,54.90909091,543.1363636,152,Cirrus,,0.534883721,0.456555556,0.866,0.275229358,1,0.470588235,990,<=900
2014,1,6,21,0,0,0,0,0,0,Opaque Ice,,0.534883721,0.507277778,0.866,0.293577982,1,0.450980392,990,<=900
2014,1,6,22,0,0,0,0,0,0,Opaque Ice,,0.488372093,0.563277778,0.866,0.321100917,1,0.411764706,990,<=900
2014,1,6,23,0,0,0,0,0,0,Cirrus,,0.465116279,0.622777778,0.866,0.339449541,1,0.392156863,990,<=900
2014,1,7,0,0,0,0,0,0,0,Opaque Ice,,0.441860465,0.684111111,0.12,0.357798165,0.9766,0.37254902,990,<=900
2014,1,7,1,0,0,0,0,0,0,Cirrus,,0.418604651,0.745666667,0.12,0.366972477,0.8716,0.37254902,990,<=900
2014,1,7,2,0,0,0,0,0,0,Cirrus,,0.395348837,0.804944444,0.12,0.366972477,0.8039,0.37254902,990,<=900
2014,1,7,3,0,0,0,0,0,0,Cirrus,,0.348837209,0.856666667,0.12,0.394495413,0.8,0.352941176,990,<=900
2014,1,7,4,0,0,0,0,0,0,Cirrus,,0.325581395,0.887944444,0.12,0.412844037,0.7349,0.352941176,990,<=900
2014,1,7,5,0,0,0,0,0,0,Probably Clear,,0.302325581,0.880611111,0.12,0.422018349,0.7337,0.333333333,990,<=900
2014,1,7,6,0,0,0,0,0,0,Super-Cooled Water,,0.279069767,0.84,0.12,0.412844037,0.6858,0.333333333,990,<=900
2014,1,7,7,0,0,0,0,0,0,Super-Cooled Water,,0.279069767,0.784722222,0.12,0.403669725,0.702,0.31372549,990,<=900
2014,1,7,8,0,0,0,0,0,0,Super-Cooled Water,,0.255813953,0.724222222,0.12,0.431192661,0.6719,0.31372549,990,<=900
2014,1,7,9,0,0,0,0,0,0,Super-Cooled Water,,0.23255814,0.662555556,0.12,0.495412844,0.7038,0.274509804,1000,1000
2014,1,7,10,0,0,0,0,0,0,Super-Cooled Water,,0.186046512,0.601611111,0.12,0.550458716,0.6808,0.235294118,1000,1000
2014,1,7,11,0,0,0,0,0,0,Super-Cooled Water,,0.139534884,0.543111111,0.12,0.577981651,0.6247,0.215686275,1000,1000
2014,1,7,12,17,183,24,17,183,24,Probably Clear,,0.11627907,0.488611111,0.12,0.568807339,0.6332,0.196078431,1000,1000
2014,1,7,13,52,612,166,52,612,166,Clear,,0.11627907,0.440222222,0.12,0.550458716,0.6204,0.196078431,1000,1000
2014,1,7,14,67,792,310,67,792,310,Probably Clear,,0.093023256,0.400444444,0.12,0.541284404,0.5617,0.215686275,1000,1000
2014,1,7,15,70,887,416,70,887,416,Clear,,0.093023256,0.372388889,0.12,0.532110092,0.5548,0.215686275,1000,1000
2014,1,7,16,71,923,467,71,923,467,Clear,,0.093023256,0.358944444,0.12,0.504587156,0.5515,0.215686275,1010,1010
2014,1,7,17,68,926,458,68,926,458,Clear,,0.093023256,0.361722222,0.12,0.495412844,0.5463,0.215686275,1010,1010
2014,1,7,18,62,897,391,62,897,391,Clear,,0.093023256,0.380388889,0.12,0.467889908,0.5404,0.215686275,1010,1010
2014,1,7,19,52,815,273,52,815,273,Clear,,0.093023256,0.412722222,0.12,0.449541284,0.5363,0.215686275,1010,1010
2014,1,7,20,35,618,121,35,618,121,Clear,,0.093023256,0.455666667,0.12,0.458715596,0.5761,0.196078431,1010,1010
2014,1,7,21,0,0,0,0,0,0,Probably Clear,,0.093023256,0.506388889,0.12,0.47706422,0.5713,0.196078431,1010,1010
2014,1,7,22,0,0,0,0,0,0,Probably Clear,,0.069767442,0.562444444,0.12,0.486238532,0.6089,0.176470588,1010,1010
2014,1,7,23,0,0,0,0,0,0,Probably Clear,,0.069767442,0.621888889,0.12,0.495412844,0.6007,0.176470588,1010,1010
2014,1,8,0,0,0,0,0,0,0,Probably Clear,,0.069767442,0.683277778,0.12,0.47706422,0.6477,0.156862745,1010,1010
2014,1,8,1,0,0,0,0,0,0,Super-Cooled Water,,0.069767442,0.744777778,0.12,0.449541284,0.6562,0.156862745,1010,1010
2014,1,8,2,0,0,0,0,0,0,Probably Clear,,0.093023256,0.804055556,0.12,0.431192661,0.6712,0.156862745,1010,1010
2014,1,8,3,0,0,0,0,0,0,Super-Cooled Water,,0.093023256,0.855722222,0.12,0.422018349,0.6873,0.156862745,1020,>=1020
2014,1,8,4,0,0,0,0,0,0,Super-Cooled Water,,0.093023256,0.887111111,0.12,0.422018349,0.7017,0.156862745,1020,>=1020
2014,1,8,5,0,0,0,0,0,0,Super-Cooled Water,,0.093023256,0.880166667,0.12,0.422018349,0.7137,0.156862745,1020,>=1020
2014,1,8,6,0,0,0,0,0,0,Probably Clear,,0.11627907,0.839833333,0.12,0.412844037,0.7238,0.156862745,1020,>=1020
2014,1,8,7,0,0,0,0,0,0,Probably Clear,,0.11627907,0.784666667,0.12,0.412844037,0.7928,0.137254902,1020,>=1020
2014,1,8,8,0,0,0,0,0,0,Super-Cooled Water,,0.11627907,0.724222222,0.12,0.403669725,0.7981,0.137254902,1020,>=1020
2014,1,8,9,0,0,0,0,0,0,Probably Clear,,0.11627907,0.6625,0.12,0.385321101,0.8031,0.137254902,1020,>=1020
2014,1,8,10,0,0,0,0,0,0,Clear,,0.11627907,0.601555556,0.12,0.366972477,0.8093,0.137254902,1020,>=1020
2014,1,8,11,0,0,0,0,0,0,Super-Cooled Water,,0.11627907,0.543,0.12,0.357798165,0.8142,0.137254902,1020,>=1020
2014,1,8,12,15,302,26,15,302,26,Probably Clear,,0.11627907,0.488388889,0.12,0.348623853,0.7576,0.156862745,1020,>=1020
2014,1,8,13,43,697,174,43,697,174,Probably Clear,,0.11627907,0.439944444,0.12,0.339449541,0.7049,0.176470588,1020,>=1020
2014,1,8,14,74,588,256,56,838,315,Super-Cooled Water,,0.11627907,0.400055556,0.12,0.330275229,0.6127,0.215686275,1020,>=1020
2014,1,8,15,123,485,314,62,903,416,Super-Cooled Water,,0.139534884,0.371833333,0.12,0.321100917,0.5804,0.235294118,1020,>=1020
2014,1,8,16,65,923,463,65,923,463,Clear,,0.139534884,0.358222222,0.12,0.311926606,0.5518,0.254901961,1020,>=1020
2014,1,8,17,65,912,451,65,912,451,Clear,,0.139534884,0.360888889,0.12,0.293577982,0.5252,0.274509804,1020,>=1020
2014,1,8,18,61,871,383,61,871,383,Clear,,0.162790698,0.3795,0.12,0.275229358,0.5021,0.294117647,1020,>=1020
2014,1,8,19,53,782,266,53,782,266,Clear,,0.162790698,0.411777778,0.12,0.275229358,0.5209,0.294117647,1020,>=1020
2014,1,8,20,36,585,119,36,585,119,Clear,,0.186046512,0.454777778,0.12,0.275229358,0.588,0.274509804,1020,>=1020
2014,1,8,21,0,0,0,0,0,0,Clear,,0.186046512,0.505444444,0.12,0.28440367,0.6741,0.254901961,1020,>=1020
2014,1,8,22,0,0,0,0,0,0,Clear,,0.209302326,0.5615,0.12,0.293577982,0.6879,0.235294118,1020,>=1020
2014,1,8,23,0,0,0,0,0,0,Overlapping,,0.209302326,0.621,0.12,0.293577982,0.7504,0.235294118,1020,>=1020
2014,1,9,0,0,0,0,0,0,0,Probably Clear,,0.209302326,0.682388889,0.118,0.293577982,0.7507,0.235294118,1020,>=1020
2014,1,9,1,0,0,0,0,0,0,Probably Clear,,0.209302326,0.743888889,0.118,0.28440367,0.7494,0.235294118,1020,>=1020
2014,1,9,2,0,0,0,0,0,0,Super-Cooled Water,,0.209302326,0.803111111,0.118,0.28440367,0.8072,0.215686275,1020,>=1020
2014,1,9,3,0,0,0,0,0,0,Super-Cooled Water,,0.209302326,0.854833333,0.118,0.28440367,0.7456,0.235294118,1020,>=1020
2014,1,9,4,0,0,0,0,0,0,Overlapping,,0.209302326,0.886277778,0.118,0.28440367,0.7363,0.235294118,1020,>=1020
2014,1,9,5,0,0,0,0,0,0,Cirrus,,0.186046512,0.879611111,0.118,0.28440367,0.7252,0.235294118,1020,>=1020
