Year,Month,Day,Hour,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point Norm,Solar Zenith Angle Norm,Surface Albedo,Wind Speed Norm,Relative Humidity Norm,Temperature Norm,Pressure,Pressure Cat
2017,10,2,21,42,467,114,42,467,114,Probably Clear,0.651162791,0.450833333,0.126,0.165137615,0.7146,0.666666667,1020,>=1020
2017,10,2,22,0,0,0,0,0,0,Clear,0.674418605,0.511944444,0.126,0.165137615,0.8562,0.62745098,1020,>=1020
2017,10,2,23,0,0,0,0,0,0,Probably Clear,0.674418605,0.573722222,0.126,0.174311927,0.9295,0.607843137,1020,>=1020
2017,10,3,0,0,0,0,0,0,0,Probably Clear,0.697674419,0.634111111,0.126,0.183486239,0.9554,0.607843137,1020,>=1020
2017,10,3,1,0,0,0,0,0,0,Probably Clear,0.697674419,0.690666667,0.126,0.201834862,0.9785,0.607843137,1020,>=1020
2017,10,3,2,0,0,0,0,0,0,Probably Clear,0.697674419,0.739444444,0.126,0.220183486,1,0.588235294,1020,>=1020
2017,10,3,3,0,0,0,0,0,0,Clear,0.697674419,0.774444444,0.126,0.229357798,1,0.588235294,1020,>=1020
2017,10,3,4,0,0,0,0,0,0,Clear,0.697674419,0.788277778,0.126,0.229357798,1,0.588235294,1030,>=1020
2017,10,3,5,0,0,0,0,0,0,Clear,0.697674419,0.776666667,0.126,0.220183486,1,0.588235294,1030,>=1020
2017,10,3,6,0,0,0,0,0,0,Probably Clear,0.674418605,0.743277778,0.126,0.220183486,0.9887,0.588235294,1030,>=1020
2017,10,3,7,0,0,0,0,0,0,Probably Clear,0.674418605,0.6955,0.126,0.220183486,0.939,0.588235294,1030,>=1020
2017,10,3,8,0,0,0,0,0,0,Probably Clear,0.651162791,0.6395,0.126,0.211009174,0.905,0.588235294,1030,>=1020
2017,10,3,9,0,0,0,0,0,0,Probably Clear,0.651162791,0.579444444,0.126,0.201834862,0.8841,0.588235294,1030,>=1020
2017,10,3,10,0,0,0,0,0,0,Probably Clear,0.627906977,0.517833333,0.126,0.183486239,0.8672,0.588235294,1030,>=1020
2017,10,3,11,39,435,98,39,435,98,Clear,0.651162791,0.456666667,0.126,0.155963303,0.8209,0.607843137,1030,>=1020
2017,10,3,12,64,693,282,64,693,282,Clear,0.651162791,0.398111111,0.126,0.128440367,0.7277,0.647058824,1030,>=1020
2017,10,3,13,78,809,457,78,809,457,Clear,0.627906977,0.344666667,0.126,0.110091743,0.6419,0.666666667,1030,>=1020
2017,10,3,14,86,868,597,86,868,597,Clear,0.627906977,0.3,0.126,0.110091743,0.5911,0.68627451,1030,>=1020
2017,10,3,15,92,896,686,92,896,686,Clear,0.627906977,0.269111111,0.126,0.100917431,0.555,0.705882353,1030,>=1020
2017,10,3,16,94,902,717,94,902,717,Clear,0.627906977,0.2575,0.126,0.091743119,0.5256,0.725490196,1030,>=1020
2017,10,3,17,93,890,687,93,890,687,Clear,0.627906977,0.267666667,0.126,0.100917431,0.5336,0.725490196,1030,>=1020
2017,10,3,18,91,852,598,91,852,598,Clear,0.627906977,0.297333333,0.126,0.137614679,0.5412,0.725490196,1030,>=1020
2017,10,3,19,82,790,460,82,790,460,Clear,0.627906977,0.341222222,0.126,0.174311927,0.5481,0.725490196,1030,>=1020
2017,10,3,20,67,676,288,67,676,288,Clear,0.627906977,0.394222222,0.126,0.211009174,0.5895,0.705882353,1030,>=1020
2017,10,3,21,41,437,106,41,437,106,Probably Clear,0.651162791,0.452611111,0.126,0.229357798,0.6438,0.68627451,1020,>=1020
2017,10,3,22,0,0,0,0,0,0,Clear,0.651162791,0.513722222,0.126,0.23853211,0.753,0.647058824,1020,>=1020
2017,10,3,23,0,0,0,0,0,0,Clear,0.651162791,0.5755,0.126,0.23853211,0.8129,0.62745098,1020,>=1020
2017,10,4,0,0,0,0,0,0,0,Clear,0.674418605,0.635944444,0.126,0.23853211,0.8784,0.607843137,1020,>=1020
2017,10,4,1,0,0,0,0,0,0,Probably Clear,0.674418605,0.692555556,0.126,0.247706422,0.8842,0.607843137,1020,>=1020
2017,10,4,2,0,0,0,0,0,0,Probably Clear,0.674418605,0.7415,0.126,0.256880734,0.9492,0.588235294,1020,>=1020
2017,10,4,3,0,0,0,0,0,0,Probably Clear,0.674418605,0.776611111,0.126,0.266055046,0.9549,0.588235294,1020,>=1020
2017,10,4,4,0,0,0,0,0,0,Probably Clear,0.674418605,0.790388889,0.126,0.275229358,0.9626,0.588235294,1020,>=1020
2017,10,4,5,0,0,0,0,0,0,Probably Clear,0.674418605,0.778611111,0.126,0.266055046,0.9725,0.588235294,1020,>=1020
2017,10,4,6,0,0,0,0,0,0,Overlapping,0.674418605,0.744888889,0.126,0.256880734,0.9828,0.588235294,1020,>=1020
2017,10,4,7,0,0,0,0,0,0,Probably Clear,0.674418605,0.696833333,0.126,0.256880734,0.9976,0.588235294,1020,>=1020
2017,10,4,8,0,0,0,0,0,0,Probably Clear,0.697674419,0.640722222,0.126,0.247706422,1,0.588235294,1020,>=1020
2017,10,4,9,0,0,0,0,0,0,Probably Clear,0.697674419,0.580555556,0.126,0.247706422,1,0.588235294,1020,>=1020
2017,10,4,10,0,0,0,0,0,0,Probably Clear,0.697674419,0.518944444,0.126,0.266055046,1,0.588235294,1020,>=1020
2017,10,4,11,38,399,91,38,399,91,Probably Clear,0.697674419,0.457833333,0.126,0.275229358,0.9684,0.607843137,1020,>=1020
2017,10,4,12,65,664,272,65,664,272,Clear,0.697674419,0.399388889,0.126,0.28440367,0.8584,0.647058824,1020,>=1020
2017,10,4,13,80,788,446,80,788,446,Clear,0.697674419,0.346111111,0.126,0.275229358,0.7425,0.68627451,1020,>=1020
2017,10,4,14,89,854,587,89,854,587,Clear,0.697674419,0.301666667,0.126,0.247706422,0.6475,0.725490196,1020,>=1020
2017,10,4,15,93,890,679,93,890,679,Clear,0.697674419,0.271111111,0.126,0.229357798,0.6134,0.745098039,1020,>=1020
2017,10,4,16,94,903,713,94,903,713,Clear,0.697674419,0.259611111,0.126,0.229357798,0.5803,0.764705882,1020,>=1020
2017,10,4,17,92,897,686,92,897,686,Clear,0.697674419,0.269833333,0.126,0.23853211,0.5464,0.784313725,1010,1010
2017,10,4,18,86,872,600,86,872,600,Clear,0.697674419,0.299444444,0.126,0.256880734,0.5149,0.803921569,1010,1010
2017,10,4,19,78,813,463,78,813,463,Clear,0.697674419,0.343222222,0.126,0.275229358,0.5547,0.784313725,1010,1010
2017,10,4,20,65,697,289,65,697,289,Clear,0.720930233,0.396111111,0.126,0.293577982,0.6077,0.764705882,1010,1010
2017,10,4,21,40,443,104,40,443,104,Probably Clear,0.720930233,0.454388889,0.126,0.311926606,0.6776,0.745098039,1010,1010
2017,10,4,22,0,0,0,0,0,0,Clear,0.744186047,0.515444444,0.126,0.339449541,0.7747,0.705882353,1010,1010
2017,10,4,23,0,0,0,0,0,0,Probably Clear,0.744186047,0.577222222,0.126,0.357798165,0.8339,0.68627451,1010,1010
2017,10,5,0,0,0,0,0,0,0,Probably Clear,0.744186047,0.637777778,0.126,0.366972477,0.8523,0.68627451,1010,1010
2017,10,5,1,0,0,0,0,0,0,Probably Clear,0.744186047,0.6945,0.126,0.366972477,0.9337,0.666666667,1010,1010
2017,10,5,2,0,0,0,0,0,0,Probably Clear,0.76744186,0.743555556,0.126,0.366972477,0.9615,0.666666667,1010,1010
2017,10,5,3,0,0,0,0,0,0,Clear,0.76744186,0.778777778,0.126,0.366972477,0.9827,0.666666667,1010,1010
2017,10,5,4,0,0,0,0,0,0,Water,0.76744186,0.792555556,0.126,0.366972477,0.9323,0.68627451,1010,1010
2017,10,5,5,0,0,0,0,0,0,Cirrus,0.76744186,0.780555556,0.126,0.357798165,0.9328,0.68627451,1010,1010
2017,10,5,6,0,0,0,0,0,0,Overlapping,0.76744186,0.746555556,0.126,0.339449541,0.9307,0.68627451,1010,1010
2017,10,5,7,0,0,0,0,0,0,Overlapping,0.76744186,0.698222222,0.126,0.311926606,0.93,0.68627451,1010,1010
2017,10,5,8,0,0,0,0,0,0,Overlapping,0.76744186,0.641944444,0.126,0.266055046,0.9273,0.68627451,1010,1010
2017,10,5,9,0,0,0,0,0,0,Overlapping,0.76744186,0.581722222,0.126,0.220183486,0.9259,0.68627451,1010,1010
2017,10,5,10,0,0,0,0,0,0,Probably Clear,0.76744186,0.520055556,0.126,0.220183486,0.9209,0.68627451,1010,1010
2017,10,5,11,39,328,81,39,328,81,Probably Clear,0.76744186,0.459055556,0.126,0.220183486,0.9139,0.68627451,1010,1010
2017,10,5,12,95,403,219,68,602,253,Overlapping,0.76744186,0.400666667,0.126,0.183486239,0.855,0.705882353,1010,1010
2017,10,5,13,83,738,423,83,738,423,Clear,0.76744186,0.347611111,0.126,0.146788991,0.7503,0.745098039,1010,1010
2017,10,5,14,91,809,560,91,809,560,Clear,0.76744186,0.303388889,0.126,0.137614679,0.6449,0.784313725,1010,1010
2017,10,5,15,269,379,518,98,838,646,Fog,0.744186047,0.273055556,0.126,0.137614679,0.5769,0.803921569,1010,1010
2017,10,5,16,104,836,673,104,836,673,Probably Clear,0.744186047,0.261722222,0.126,0.146788991,0.5362,0.823529412,1010,1010
2017,10,5,17,290,302,488,108,811,641,Overlapping,0.744186047,0.272,0.126,0.155963303,0.5311,0.843137255,1010,1010
2017,10,5,18,103,775,556,103,775,556,Probably Clear,0.76744186,0.3015,0.126,0.174311927,0.5673,0.843137255,1010,1010
2017,10,5,19,151,1,151,103,675,419,Water,0.790697674,0.345166667,0.126,0.201834862,0.636,0.823529412,1010,1010
2017,10,5,20,88,522,253,88,522,253,Probably Clear,0.813953488,0.397944444,0.126,0.220183486,0.706,0.803921569,1010,1010
2017,10,5,21,50,245,84,50,245,84,Probably Clear,0.813953488,0.456166667,0.126,0.23853211,0.7679,0.784313725,1010,1010
2017,10,5,22,0,0,0,0,0,0,Overlapping,0.813953488,0.517222222,0.126,0.23853211,0.8139,0.764705882,1010,1010
2017,10,5,23,0,0,0,0,0,0,Overlapping,0.813953488,0.579,0.126,0.229357798,0.8652,0.745098039,1010,1010
2017,10,6,0,0,0,0,0,0,0,Overlapping,0.813953488,0.639555556,0.126,0.201834862,0.8662,0.745098039,1010,1010
2017,10,6,1,0,0,0,0,0,0,Overlapping,0.813953488,0.696388889,0.126,0.183486239,0.9232,0.725490196,1010,1010
2017,10,6,2,0,0,0,0,0,0,Opaque Ice,0.813953488,0.745555556,0.126,0.165137615,0.9213,0.725490196,1010,1010
2017,10,6,3,0,0,0,0,0,0,Opaque Ice,0.813953488,0.780944444,0.126,0.128440367,0.9149,0.725490196,1010,1010
2017,10,6,4,0,0,0,0,0,0,Opaque Ice,0.813953488,0.794666667,0.126,0.119266055,0.9508,0.705882353,1010,1010
2017,10,6,5,0,0,0,0,0,0,Opaque Ice,0.790697674,0.782444444,0.126,0.110091743,0.9577,0.68627451,1010,1010
2017,10,6,6,0,0,0,0,0,0,Super-Cooled Water,0.76744186,0.748166667,0.126,0.110091743,0.898,0.68627451,1010,1010
2017,10,6,7,0,0,0,0,0,0,Water,0.744186047,0.699611111,0.126,0.110091743,0.9215,0.666666667,1010,1010
2017,10,6,8,0,0,0,0,0,0,Probably Clear,0.744186047,0.643166667,0.126,0.119266055,0.8939,0.666666667,1010,1010
2017,10,6,9,0,0,0,0,0,0,Probably Clear,0.720930233,0.582833333,0.126,0.146788991,0.925,0.647058824,1010,1010
2017,10,6,10,0,0,0,0,0,0,Probably Clear,0.720930233,0.521166667,0.126,0.155963303,0.9122,0.647058824,1010,1010
2017,10,6,11,37,370,83,37,370,83,Clear,0.720930233,0.460222222,0.126,0.146788991,0.8711,0.666666667,1010,1010
2017,10,6,12,66,634,259,66,634,259,Probably Clear,0.744186047,0.402,0.126,0.091743119,0.7964,0.705882353,1010,1010
2017,10,6,13,82,756,427,82,756,427,Clear,0.744186047,0.349055556,0.126,0.073394495,0.7039,0.745098039,1010,1010
2017,10,6,14,92,814,560,92,814,560,Probably Clear,0.720930233,0.305111111,0.126,0.082568807,0.6136,0.764705882,1010,1010
2017,10,6,15,102,832,643,102,832,643,Probably Clear,0.697674419,0.275,0.126,0.091743119,0.5519,0.784313725,1010,1010
2017,10,6,16,141.8518519,618.0434783,474.037037,99.18518519,846.1851852,626,Super-Cooled Water,0.697674419,0.263888889,0.126,0.082568807,0.4983,0.803921569,1010,1010
2017,10,6,17,301,110,373,104,828,643,Overlapping,0.674418605,0.274166667,0.126,0.073394495,0.4836,0.803921569,1010,1010
2017,10,6,18,259,213,383,119,743,549,Super-Cooled Water,0.674418605,0.303611111,0.126,0.064220183,0.4467,0.823529412,1010,1010
2017,10,6,19,165,14,171,103,681,418,Super-Cooled Water,0.674418605,0.347111111,0.126,0.04587156,0.4806,0.803921569,1010,1010
2017,10,6,20,60.125,623.1875,227.625,60.125,623.1875,227.625,Super-Cooled Water,0.674418605,0.399833333,0.126,0.018348624,0.5118,0.784313725,1010,1010
2017,10,6,21,28,286.9375,60.5625,28,286.9375,60.5625,Super-Cooled Water,0.720930233,0.457944444,0.126,0.009174312,0.6095,0.764705882,1010,1010
2017,10,6,22,0,0,0,0,0,0,Super-Cooled Water,0.720930233,0.518944444,0.126,0.018348624,0.6864,0.725490196,1010,1010
2017,10,6,23,0,0,0,0,0,0,Probably Clear,0.720930233,0.580722222,0.126,0.036697248,0.7383,0.705882353,1010,1010
2017,10,7,0,0,0,0,0,0,0,Clear,0.720930233,0.641333333,0.126,0.04587156,0.8047,0.68627451,1010,1010
2017,10,7,1,0,0,0,0,0,0,Clear,0.720930233,0.698222222,0.126,0.055045872,0.8222,0.68627451,1010,1010
2017,10,7,2,0,0,0,0,0,0,Clear,0.744186047,0.747611111,0.126,0.055045872,0.843,0.68627451,1010,1010
2017,10,7,3,0,0,0,0,0,0,Probably Clear,0.744186047,0.783111111,0.126,0.064220183,0.8633,0.68627451,1010,1010
2017,10,7,4,0,0,0,0,0,0,Probably Clear,0.76744186,0.796833333,0.126,0.064220183,0.9404,0.666666667,1010,1010
2017,10,7,5,0,0,0,0,0,0,Probably Clear,0.76744186,0.784388889,0.126,0.064220183,0.9625,0.666666667,1010,1010
2017,10,7,6,0,0,0,0,0,0,Water,0.76744186,0.749777778,0.126,0.064220183,0.9837,0.666666667,1010,1010
2017,10,7,7,0,0,0,0,0,0,Water,0.790697674,0.701,0.126,0.082568807,1,0.666666667,1010,1010
2017,10,7,8,0,0,0,0,0,0,Probably Clear,0.76744186,0.644388889,0.126,0.091743119,1,0.647058824,1010,1010
2017,10,7,9,0,0,0,0,0,0,Cirrus,0.76744186,0.583944444,0.126,0.100917431,1,0.647058824,1010,1010
2017,10,7,10,0,0,0,0,0,0,Overlapping,0.76744186,0.522277778,0.126,0.110091743,1,0.647058824,1010,1010
2017,10,7,11,28.73684211,311.8947368,60.31578947,28.73684211,311.8947368,60.31578947,Overlapping,0.813953488,0.461388889,0.126,0.119266055,1,0.68627451,1010,1010
2017,10,7,12,108,18,114,94,466,234,Water,0.813953488,0.403277778,0.126,0.119266055,0.9838,0.705882353,1010,1010
2017,10,7,13,126,595,395,126,595,395,Clear,0.837209302,0.350555556,0.126,0.128440367,0.9422,0.725490196,1010,1010
2017,10,7,14,145,665,525,145,665,525,Clear,0.813953488,0.306833333,0.126,0.128440367,0.8817,0.745098039,1010,1010
2017,10,7,15,143,729,614,143,729,614,Probably Clear,0.813953488,0.276944444,0.126,0.128440367,0.8171,0.764705882,1010,1010
2017,10,7,16,141.8518519,618.0434783,474.037037,99.18518519,846.1851852,626,Fog,0.813953488,0.266,0.126,0.128440367,0.7571,0.784313725,1010,1010
2017,10,7,17,135,744,616,135,744,616,Probably Clear,0.813953488,0.276333333,0.126,0.146788991,0.705,0.803921569,1010,1010
2017,10,7,18,226,377,442,134,687,528,Overlapping,0.813953488,0.305666667,0.126,0.155963303,0.7024,0.803921569,1010,1010
2017,10,7,19,93.60869565,607.2857143,322.3913043,79.95652174,743.7391304,393.3478261,Overlapping,0.813953488,0.349111111,0.126,0.165137615,0.7491,0.784313725,1010,1010
2017,10,7,20,60.125,623.1875,227.625,60.125,623.1875,227.625,Overlapping,0.813953488,0.401666667,0.126,0.174311927,0.8074,0.764705882,1010,1010
2017,10,7,21,28,286.9375,60.5625,28,286.9375,60.5625,Overlapping,0.813953488,0.459666667,0.126,0.183486239,0.876,0.745098039,1010,1010
2017,10,7,22,0,0,0,0,0,0,Overlapping,0.837209302,0.520611111,0.126,0.19266055,0.9485,0.725490196,1010,1010
2017,10,7,23,0,0,0,0,0,0,Overlapping,0.837209302,0.582444444,0.126,0.201834862,0.9677,0.725490196,1010,1010
2017,10,8,0,0,0,0,0,0,0,Super-Cooled Water,0.837209302,0.643111111,0.129,0.220183486,0.9859,0.725490196,1010,1010
2017,10,8,1,0,0,0,0,0,0,Overlapping,0.837209302,0.700111111,0.129,0.23853211,0.9992,0.725490196,1010,1010
2017,10,8,2,0,0,0,0,0,0,Cirrus,0.860465116,0.749611111,0.129,0.256880734,1,0.725490196,1010,1010
2017,10,8,3,0,0,0,0,0,0,Water,0.860465116,0.785222222,0.129,0.275229358,1,0.725490196,1010,1010
2017,10,8,4,0,0,0,0,0,0,Probably Clear,0.860465116,0.798944444,0.129,0.275229358,1,0.725490196,1010,1010
2017,10,8,5,0,0,0,0,0,0,Probably Clear,0.860465116,0.786277778,0.129,0.266055046,1,0.725490196,1010,1010
2017,10,8,6,0,0,0,0,0,0,Probably Clear,0.860465116,0.751388889,0.129,0.256880734,1,0.725490196,1010,1010
2017,10,8,7,0,0,0,0,0,0,Probably Clear,0.860465116,0.702333333,0.129,0.256880734,1,0.725490196,1010,1010
2017,10,8,8,0,0,0,0,0,0,Probably Clear,0.860465116,0.645611111,0.129,0.266055046,1,0.725490196,1010,1010
2017,10,8,9,0,0,0,0,0,0,Overlapping,0.860465116,0.585111111,0.129,0.28440367,1,0.725490196,1010,1010
2017,10,8,10,0,0,0,0,0,0,Overlapping,0.860465116,0.523444444,0.129,0.293577982,1,0.725490196,1010,1010
2017,10,8,11,28.73684211,311.8947368,60.31578947,28.73684211,311.8947368,60.31578947,Overlapping,0.860465116,0.462555556,0.129,0.302752294,0.9739,0.745098039,1010,1010
2017,10,8,12,110,238,180,72,549,234,Overlapping,0.860465116,0.404555556,0.129,0.330275229,0.9258,0.745098039,1000,1000
2017,10,8,13,168,24,179,85,697,397,Opaque Ice,0.88372093,0.352,0.129,0.366972477,0.9414,0.764705882,1000,1000
2017,10,8,14,42,602.962963,42,92,770,528,Opaque Ice,0.88372093,0.3085,0.129,0.366972477,0.9538,0.764705882,1000,1000
2017,10,8,15,166,619.0416667,167,114,768,606,Overlapping,0.88372093,0.278888889,0.129,0.348623853,0.9564,0.764705882,1000,1000
2017,10,8,16,141.8518519,618.0434783,474.037037,99.18518519,846.1851852,626,Overlapping,0.88372093,0.268111111,0.129,0.348623853,0.8939,0.784313725,1000,1000
2017,10,8,17,231,17,243,111,781,611,Overlapping,0.88372093,0.278444444,0.129,0.348623853,0.8339,0.803921569,1000,1000
2017,10,8,18,157,704.8333333,157,98,766,533,Overlapping,0.88372093,0.307722222,0.129,0.357798165,0.8404,0.803921569,1000,1000
2017,10,8,19,156,8,160,88,701,405,Overlapping,0.88372093,0.351,0.129,0.348623853,0.8504,0.803921569,1000,1000
2017,10,8,20,60.125,623.1875,227.625,60.125,623.1875,227.625,Overlapping,0.88372093,0.4035,0.129,0.321100917,0.9131,0.784313725,1000,1000
2017,10,8,21,28,286.9375,60.5625,28,286.9375,60.5625,Overlapping,0.88372093,0.461444444,0.129,0.28440367,0.9757,0.764705882,1000,1000
2017,10,8,22,0,0,0,0,0,0,Overlapping,0.88372093,0.522333333,0.129,0.23853211,0.9767,0.764705882,1000,1000
2017,10,8,23,0,0,0,0,0,0,Overlapping,0.88372093,0.584111111,0.129,0.211009174,1,0.745098039,1010,1010
2017,10,9,0,0,0,0,0,0,0,Overlapping,0.88372093,0.644833333,0.129,0.19266055,1,0.745098039,1010,1010
2017,10,9,1,0,0,0,0,0,0,Overlapping,0.88372093,0.701944444,0.129,0.174311927,1,0.745098039,1010,1010
2017,10,9,2,0,0,0,0,0,0,Overlapping,0.88372093,0.751611111,0.129,0.155963303,1,0.745098039,1010,1010
2017,10,9,3,0,0,0,0,0,0,Overlapping,0.88372093,0.787388889,0.129,0.146788991,1,0.745098039,1010,1010
2017,10,9,4,0,0,0,0,0,0,Overlapping,0.88372093,0.801055556,0.129,0.137614679,1,0.745098039,1010,1010
2017,10,9,5,0,0,0,0,0,0,Super-Cooled Water,0.88372093,0.788166667,0.129,0.128440367,1,0.745098039,1010,1010
2017,10,9,6,0,0,0,0,0,0,Overlapping,0.88372093,0.752944444,0.129,0.119266055,1,0.745098039,1010,1010
2017,10,9,7,0,0,0,0,0,0,Overlapping,0.88372093,0.703722222,0.129,0.110091743,1,0.745098039,1010,1010
2017,10,9,8,0,0,0,0,0,0,Super-Cooled Water,0.88372093,0.646777778,0.129,0.100917431,1,0.745098039,1010,1010
2017,10,9,9,0,0,0,0,0,0,Overlapping,0.88372093,0.586222222,0.129,0.091743119,1,0.745098039,1010,1010
2017,10,9,10,0,0,0,0,0,0,Overlapping,0.88372093,0.524555556,0.129,0.100917431,1,0.745098039,1010,1010
2017,10,9,11,28.73684211,311.8947368,60.31578947,28.73684211,311.8947368,60.31578947,Overlapping,0.88372093,0.463777778,0.129,0.119266055,1,0.745098039,1010,1010
