Year,Month,Day,Hour,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2017,10,3,10,0,0,0,0,0,0,Probably Clear,8,93.21,0.126,2.1,86.72,11,1030
2017,10,3,11,39,435,98,39,435,98,Clear,9,82.2,0.126,1.8,82.09,12,1030
2017,10,3,12,64,693,282,64,693,282,Clear,9,71.66,0.126,1.5,72.77,14,1030
2017,10,3,13,78,809,457,78,809,457,Clear,8,62.04,0.126,1.3,64.19,15,1030
2017,10,3,14,86,868,597,86,868,597,Clear,8,54,0.126,1.3,59.11,16,1030
2017,10,3,15,92,896,686,92,896,686,Clear,8,48.44,0.126,1.2,55.5,17,1030
2017,10,3,16,94,902,717,94,902,717,Clear,8,46.35,0.126,1.1,52.56,18,1030
2017,10,3,17,93,890,687,93,890,687,Clear,8,48.18,0.126,1.2,53.36,18,1030
2017,10,3,18,91,852,598,91,852,598,Clear,8,53.52,0.126,1.6,54.12,18,1030
2017,10,3,19,82,790,460,82,790,460,Clear,8,61.42,0.126,2,54.81,18,1030
2017,10,3,20,67,676,288,67,676,288,Clear,8,70.96,0.126,2.4,58.95,17,1030
2017,10,3,21,41,437,106,41,437,106,Probably Clear,9,81.47,0.126,2.6,64.38,16,1020
2017,10,3,22,0,0,0,0,0,0,Clear,9,92.47,0.126,2.7,75.3,14,1020
2017,10,3,23,0,0,0,0,0,0,Clear,9,103.59,0.126,2.7,81.29,13,1020
2017,10,4,0,0,0,0,0,0,0,Clear,10,114.47,0.126,2.7,87.84,12,1020
2017,10,4,1,0,0,0,0,0,0,Probably Clear,10,124.66,0.126,2.8,88.42,12,1020
2017,10,4,2,0,0,0,0,0,0,Probably Clear,10,133.47,0.126,2.9,94.92,11,1020
2017,10,4,3,0,0,0,0,0,0,Probably Clear,10,139.79,0.126,3,95.49,11,1020
2017,10,4,4,0,0,0,0,0,0,Probably Clear,10,142.27,0.126,3.1,96.26,11,1020
2017,10,4,5,0,0,0,0,0,0,Probably Clear,10,140.15,0.126,3,97.25,11,1020
2017,10,4,6,0,0,0,0,0,0,Overlapping,10,134.08,0.126,2.9,98.28,11,1020
2017,10,4,7,0,0,0,0,0,0,Probably Clear,10,125.43,0.126,2.9,99.76,11,1020
2017,10,4,8,0,0,0,0,0,0,Probably Clear,11,115.33,0.126,2.8,100,11,1020
2017,10,4,9,0,0,0,0,0,0,Probably Clear,11,104.5,0.126,2.8,100,11,1020
2017,10,4,10,0,0,0,0,0,0,Probably Clear,11,93.41,0.126,3,100,11,1020
2017,10,4,11,38,399,91,38,399,91,Probably Clear,11,82.41,0.126,3.1,96.84,12,1020
2017,10,4,12,65,664,272,65,664,272,Clear,11,71.89,0.126,3.2,85.84,14,1020
2017,10,4,13,80,788,446,80,788,446,Clear,11,62.3,0.126,3.1,74.25,16,1020
2017,10,4,14,89,854,587,89,854,587,Clear,11,54.3,0.126,2.8,64.75,18,1020
2017,10,4,15,93,890,679,93,890,679,Clear,11,48.8,0.126,2.6,61.34,19,1020
2017,10,4,16,94,903,713,94,903,713,Clear,11,46.73,0.126,2.6,58.03,20,1020
2017,10,4,17,92,897,686,92,897,686,Clear,11,48.57,0.126,2.7,54.64,21,1010
2017,10,4,18,86,872,600,86,872,600,Clear,11,53.9,0.126,2.9,51.49,22,1010
2017,10,4,19,78,813,463,78,813,463,Clear,11,61.78,0.126,3.1,55.47,21,1010
2017,10,4,20,65,697,289,65,697,289,Clear,12,71.3,0.126,3.3,60.77,20,1010
2017,10,4,21,40,443,104,40,443,104,Probably Clear,12,81.79,0.126,3.5,67.76,19,1010
2017,10,4,22,0,0,0,0,0,0,Clear,13,92.78,0.126,3.8,77.47,17,1010
2017,10,4,23,0,0,0,0,0,0,Probably Clear,13,103.9,0.126,4,83.39,16,1010
2017,10,5,0,0,0,0,0,0,0,Probably Clear,13,114.8,0.126,4.1,85.23,16,1010
2017,10,5,1,0,0,0,0,0,0,Probably Clear,13,125.01,0.126,4.1,93.37,15,1010
2017,10,5,2,0,0,0,0,0,0,Probably Clear,14,133.84,0.126,4.1,96.15,15,1010
2017,10,5,3,0,0,0,0,0,0,Clear,14,140.18,0.126,4.1,98.27,15,1010
2017,10,5,4,0,0,0,0,0,0,Water,14,142.66,0.126,4.1,93.23,16,1010
2017,10,5,5,0,0,0,0,0,0,Cirrus,14,140.5,0.126,4,93.28,16,1010
2017,10,5,6,0,0,0,0,0,0,Overlapping,14,134.38,0.126,3.8,93.07,16,1010
2017,10,5,7,0,0,0,0,0,0,Overlapping,14,125.68,0.126,3.5,93,16,1010
2017,10,5,8,0,0,0,0,0,0,Overlapping,14,115.55,0.126,3,92.73,16,1010
2017,10,5,9,0,0,0,0,0,0,Overlapping,14,104.71,0.126,2.5,92.59,16,1010
2017,10,5,10,0,0,0,0,0,0,Probably Clear,14,93.61,0.126,2.5,92.09,16,1010
2017,10,5,11,39,328,81,39,328,81,Probably Clear,14,82.63,0.126,2.5,91.39,16,1010
2017,10,5,12,95,403,219,68,602,253,Overlapping,14,72.12,0.126,2.1,85.5,17,1010
2017,10,5,13,83,738,423,83,738,423,Clear,14,62.57,0.126,1.7,75.03,19,1010
2017,10,5,14,91,809,560,91,809,560,Clear,14,54.61,0.126,1.6,64.49,21,1010
2017,10,5,15,269,379,518,98,838,646,Fog,13,49.15,0.126,1.6,57.69,22,1010
2017,10,5,16,104,836,673,104,836,673,Probably Clear,13,47.11,0.126,1.7,53.62,23,1010
2017,10,5,17,290,302,488,108,811,641,Overlapping,13,48.96,0.126,1.8,53.11,24,1010
2017,10,5,18,103,775,556,103,775,556,Probably Clear,14,54.27,0.126,2,56.73,24,1010
2017,10,5,19,151,1,151,103,675,419,Water,15,62.13,0.126,2.3,63.6,23,1010
2017,10,5,20,88,522,253,88,522,253,Probably Clear,16,71.63,0.126,2.5,70.6,22,1010
2017,10,5,21,50,245,84,50,245,84,Probably Clear,16,82.11,0.126,2.7,76.79,21,1010
2017,10,5,22,0,0,0,0,0,0,Overlapping,16,93.1,0.126,2.7,81.39,20,1010
2017,10,5,23,0,0,0,0,0,0,Overlapping,16,104.22,0.126,2.6,86.52,19,1010
2017,10,6,0,0,0,0,0,0,0,Overlapping,16,115.12,0.126,2.3,86.62,19,1010
2017,10,6,1,0,0,0,0,0,0,Overlapping,16,125.35,0.126,2.1,92.32,18,1010
2017,10,6,2,0,0,0,0,0,0,Opaque Ice,16,134.2,0.126,1.9,92.13,18,1010
2017,10,6,3,0,0,0,0,0,0,Opaque Ice,16,140.57,0.126,1.5,91.49,18,1010
2017,10,6,4,0,0,0,0,0,0,Opaque Ice,16,143.04,0.126,1.4,95.08,17,1010
2017,10,6,5,0,0,0,0,0,0,Opaque Ice,15,140.84,0.126,1.3,95.77,16,1010
2017,10,6,6,0,0,0,0,0,0,Super-Cooled Water,14,134.67,0.126,1.3,89.8,16,1010
2017,10,6,7,0,0,0,0,0,0,Water,13,125.93,0.126,1.3,92.15,15,1010
2017,10,6,8,0,0,0,0,0,0,Probably Clear,13,115.77,0.126,1.4,89.39,15,1010
2017,10,6,9,0,0,0,0,0,0,Probably Clear,12,104.91,0.126,1.7,92.5,14,1010
2017,10,6,10,0,0,0,0,0,0,Probably Clear,12,93.81,0.126,1.8,91.22,14,1010
2017,10,6,11,37,370,83,37,370,83,Clear,12,82.84,0.126,1.7,87.11,15,1010
2017,10,6,12,66,634,259,66,634,259,Probably Clear,13,72.36,0.126,1.1,79.64,17,1010
2017,10,6,13,82,756,427,82,756,427,Clear,13,62.83,0.126,0.9,70.39,19,1010
2017,10,6,14,92,814,560,92,814,560,Probably Clear,12,54.92,0.126,1,61.36,20,1010
2017,10,6,15,102,832,643,102,832,643,Probably Clear,11,49.5,0.126,1.1,55.19,21,1010
2017,10,6,16,141.8518519,618.0434783,474.037037,99.18518519,846.1851852,626,Super-Cooled Water,11,47.5,0.126,1,49.83,22,1010
2017,10,6,17,301,110,373,104,828,643,Overlapping,10,49.35,0.126,0.9,48.36,22,1010
2017,10,6,18,259,213,383,119,743,549,Super-Cooled Water,10,54.65,0.126,0.8,44.67,23,1010
2017,10,6,19,165,14,171,103,681,418,Super-Cooled Water,10,62.48,0.126,0.6,48.06,22,1010
2017,10,6,20,60.125,623.1875,227.625,60.125,623.1875,227.625,Super-Cooled Water,10,71.97,0.126,0.3,51.18,21,1010
2017,10,6,21,28,286.9375,60.5625,28,286.9375,60.5625,Super-Cooled Water,12,82.43,0.126,0.2,60.95,20,1010
2017,10,6,22,0,0,0,0,0,0,Super-Cooled Water,12,93.41,0.126,0.3,68.64,18,1010
2017,10,6,23,0,0,0,0,0,0,Probably Clear,12,104.53,0.126,0.5,73.83,17,1010
2017,10,7,0,0,0,0,0,0,0,Clear,12,115.44,0.126,0.6,80.47,16,1010
2017,10,7,1,0,0,0,0,0,0,Clear,12,125.68,0.126,0.7,82.22,16,1010
2017,10,7,2,0,0,0,0,0,0,Clear,13,134.57,0.126,0.7,84.3,16,1010
2017,10,7,3,0,0,0,0,0,0,Probably Clear,13,140.96,0.126,0.8,86.33,16,1010
2017,10,7,4,0,0,0,0,0,0,Probably Clear,14,143.43,0.126,0.8,94.04,15,1010
2017,10,7,5,0,0,0,0,0,0,Probably Clear,14,141.19,0.126,0.8,96.25,15,1010
2017,10,7,6,0,0,0,0,0,0,Water,14,134.96,0.126,0.8,98.37,15,1010
2017,10,7,7,0,0,0,0,0,0,Water,15,126.18,0.126,1,100,15,1010
2017,10,7,8,0,0,0,0,0,0,Probably Clear,14,115.99,0.126,1.1,100,14,1010
2017,10,7,9,0,0,0,0,0,0,Cirrus,14,105.11,0.126,1.2,100,14,1010
2017,10,7,10,0,0,0,0,0,0,Overlapping,14,94.01,0.126,1.3,100,14,1010
2017,10,7,11,28.73684211,311.8947368,60.31578947,28.73684211,311.8947368,60.31578947,Overlapping,16,83.05,0.126,1.4,100,16,1010
2017,10,7,12,108,18,114,94,466,234,Water,16,72.59,0.126,1.4,98.38,17,1010
2017,10,7,13,126,595,395,126,595,395,Clear,17,63.1,0.126,1.5,94.22,18,1010
2017,10,7,14,145,665,525,145,665,525,Clear,16,55.23,0.126,1.5,88.17,19,1010
2017,10,7,15,143,729,614,143,729,614,Probably Clear,16,49.85,0.126,1.5,81.71,20,1010
2017,10,7,16,141.8518519,618.0434783,474.037037,99.18518519,846.1851852,626,Fog,16,47.88,0.126,1.5,75.71,21,1010
2017,10,7,17,135,744,616,135,744,616,Probably Clear,16,49.74,0.126,1.7,70.5,22,1010
2017,10,7,18,226,377,442,134,687,528,Overlapping,16,55.02,0.126,1.8,70.24,22,1010
2017,10,7,19,93.60869565,607.2857143,322.3913043,79.95652174,743.7391304,393.3478261,Overlapping,16,62.84,0.126,1.9,74.91,21,1010
2017,10,7,20,60.125,623.1875,227.625,60.125,623.1875,227.625,Overlapping,16,72.3,0.126,2,80.74,20,1010
2017,10,7,21,28,286.9375,60.5625,28,286.9375,60.5625,Overlapping,16,82.74,0.126,2.1,87.6,19,1010
2017,10,7,22,0,0,0,0,0,0,Overlapping,17,93.71,0.126,2.2,94.85,18,1010
2017,10,7,23,0,0,0,0,0,0,Overlapping,17,104.84,0.126,2.3,96.77,18,1010
2017,10,8,0,0,0,0,0,0,0,Super-Cooled Water,17,115.76,0.129,2.5,98.59,18,1010
2017,10,8,1,0,0,0,0,0,0,Overlapping,17,126.02,0.129,2.7,99.92,18,1010
2017,10,8,2,0,0,0,0,0,0,Cirrus,18,134.93,0.129,2.9,100,18,1010
2017,10,8,3,0,0,0,0,0,0,Water,18,141.34,0.129,3.1,100,18,1010
2017,10,8,4,0,0,0,0,0,0,Probably Clear,18,143.81,0.129,3.1,100,18,1010
2017,10,8,5,0,0,0,0,0,0,Probably Clear,18,141.53,0.129,3,100,18,1010
2017,10,8,6,0,0,0,0,0,0,Probably Clear,18,135.25,0.129,2.9,100,18,1010
2017,10,8,7,0,0,0,0,0,0,Probably Clear,18,126.42,0.129,2.9,100,18,1010
2017,10,8,8,0,0,0,0,0,0,Probably Clear,18,116.21,0.129,3,100,18,1010
2017,10,8,9,0,0,0,0,0,0,Overlapping,18,105.32,0.129,3.2,100,18,1010
2017,10,8,10,0,0,0,0,0,0,Overlapping,18,94.22,0.129,3.3,100,18,1010
2017,10,8,11,28.73684211,311.8947368,60.31578947,28.73684211,311.8947368,60.31578947,Overlapping,18,83.26,0.129,3.4,97.39,19,1010
2017,10,8,12,110,238,180,72,549,234,Overlapping,18,72.82,0.129,3.7,92.58,19,1000
2017,10,8,13,168,24,179,85,697,397,Opaque Ice,19,63.36,0.129,4.1,94.14,20,1000
2017,10,8,14,42,602.962963,42,92,770,528,Opaque Ice,19,55.53,0.129,4.1,95.38,20,1000
2017,10,8,15,166,619.0416667,167,114,768,606,Overlapping,19,50.2,0.129,3.9,95.64,20,1000
2017,10,8,16,141.8518519,618.0434783,474.037037,99.18518519,846.1851852,626,Overlapping,19,48.26,0.129,3.9,89.39,21,1000
2017,10,8,17,231,17,243,111,781,611,Overlapping,19,50.12,0.129,3.9,83.39,22,1000
2017,10,8,18,157,704.8333333,157,98,766,533,Overlapping,19,55.39,0.129,4,84.04,22,1000
2017,10,8,19,156,8,160,88,701,405,Overlapping,19,63.18,0.129,3.9,85.04,22,1000
2017,10,8,20,60.125,623.1875,227.625,60.125,623.1875,227.625,Overlapping,19,72.63,0.129,3.6,91.31,21,1000
2017,10,8,21,28,286.9375,60.5625,28,286.9375,60.5625,Overlapping,19,83.06,0.129,3.2,97.57,20,1000
2017,10,8,22,0,0,0,0,0,0,Overlapping,19,94.02,0.129,2.7,97.67,20,1000
2017,10,8,23,0,0,0,0,0,0,Overlapping,19,105.14,0.129,2.4,100,19,1010
2017,10,9,0,0,0,0,0,0,0,Overlapping,19,116.07,0.129,2.2,100,19,1010
2017,10,9,1,0,0,0,0,0,0,Overlapping,19,126.35,0.129,2,100,19,1010
2017,10,9,2,0,0,0,0,0,0,Overlapping,19,135.29,0.129,1.8,100,19,1010
2017,10,9,3,0,0,0,0,0,0,Overlapping,19,141.73,0.129,1.7,100,19,1010
2017,10,9,4,0,0,0,0,0,0,Overlapping,19,144.19,0.129,1.6,100,19,1010
2017,10,9,5,0,0,0,0,0,0,Super-Cooled Water,19,141.87,0.129,1.5,100,19,1010
2017,10,9,6,0,0,0,0,0,0,Overlapping,19,135.53,0.129,1.4,100,19,1010
2017,10,9,7,0,0,0,0,0,0,Overlapping,19,126.67,0.129,1.3,100,19,1010
2017,10,9,8,0,0,0,0,0,0,Super-Cooled Water,19,116.42,0.129,1.2,100,19,1010
2017,10,9,9,0,0,0,0,0,0,Overlapping,19,105.52,0.129,1.1,100,19,1010
2017,10,9,10,0,0,0,0,0,0,Overlapping,19,94.42,0.129,1.2,100,19,1010
2017,10,9,11,28.73684211,311.8947368,60.31578947,28.73684211,311.8947368,60.31578947,Overlapping,19,83.48,0.129,1.4,100,19,1010
2017,10,9,12,31,574.6190476,31,74,526,228,Overlapping,19,73.06,0.129,1.5,100,19,1010
2017,10,9,13,155,10,160,93,665,389,Overlapping,19,63.63,0.129,1.6,100,19,1010
2017,10,9,14,176,4,179,103,744,521,Overlapping,19,55.84,0.129,1.8,99.66,20,1010
2017,10,9,15,253,32,274,102,800,610,Overlapping,20,50.55,0.129,2.2,96.4,21,1010
2017,10,9,16,24,618.0434783,24,95,834,646,Overlapping,20,48.64,0.129,2.5,91.03,22,1010
2017,10,9,17,90,671.625,90,94,819,615,Overlapping,20,50.51,0.129,3,90.58,22,1010
2017,10,9,18,62,704.8333333,62,97,759,525,Overlapping,20,55.76,0.129,3.3,91.15,22,1000
2017,10,9,19,66,607.2857143,66,93,665,390,Super-Cooled Water,20,63.53,0.129,3.7,97.7,21,1000
2017,10,9,20,60.125,623.1875,227.625,60.125,623.1875,227.625,Super-Cooled Water,20,72.95,0.129,4.1,97.78,21,1000
2017,10,9,21,28,286.9375,60.5625,28,286.9375,60.5625,Super-Cooled Water,20,83.37,0.129,4.7,100,20,1000
2017,10,9,22,0,0,0,0,0,0,Super-Cooled Water,20,94.32,0.129,5,100,20,1000
2017,10,9,23,0,0,0,0,0,0,Water,20,105.45,0.129,4.9,100,20,1000
2017,10,10,0,0,0,0,0,0,0,Water,20,116.38,0.129,4.6,100,20,1000
2017,10,10,1,0,0,0,0,0,0,Probably Clear,20,126.69,0.129,4.4,100,20,1000
2017,10,10,2,0,0,0,0,0,0,Probably Clear,20,135.64,0.129,4.1,100,20,1000
2017,10,10,3,0,0,0,0,0,0,Probably Clear,20,142.11,0.129,3.7,100,20,1000
2017,10,10,4,0,0,0,0,0,0,Probably Clear,20,144.57,0.129,3.3,100,20,1000
2017,10,10,5,0,0,0,0,0,0,Clear,20,142.21,0.129,2.8,100,20,1000
2017,10,10,6,0,0,0,0,0,0,Probably Clear,20,135.82,0.129,2.4,100,20,1000
2017,10,10,7,0,0,0,0,0,0,Probably Clear,19,126.91,0.129,2.1,100,19,1000
2017,10,10,8,0,0,0,0,0,0,Clear,19,116.64,0.129,1.9,100,19,1000
2017,10,10,9,0,0,0,0,0,0,Clear,18,105.73,0.129,1.7,100,18,1000
2017,10,10,10,0,0,0,0,0,0,Clear,18,94.62,0.129,1.7,100,18,1010
2017,10,10,11,30,384,72,30,384,72,Probably Clear,17,83.69,0.129,1.8,99.35,18,1010
2017,10,10,12,57,656,246,57,656,246,Clear,17,73.3,0.129,1.8,90.1,19,1010
2017,10,10,13,72,775,414,72,775,414,Clear,16,63.9,0.129,1.7,79.99,20,1010
2017,10,10,14,83,834,547,83,834,547,Clear,16,56.15,0.129,1.4,73.53,21,1010
2017,10,10,15,293,146,385,88,864,633,Fog,15,50.9,0.129,1.2,68.52,22,1010
2017,10,10,16,308,178,425,90,872,662,Water,15,49.02,0.129,1,63.09,23,1010
2017,10,10,17,293,141,383,89,862,632,Super-Cooled Water,14,50.89,0.129,0.9,60.59,23,1010
2017,10,10,18,83,832,547,83,832,547,Probably Clear,14,56.13,0.129,0.9,58.03,23,1010
2017,10,10,19,168,329,313,75,770,414,Super-Cooled Water,13,63.88,0.129,1,56.1,23,1010
2017,10,10,20,60.125,623.1875,227.625,60.125,623.1875,227.625,Super-Cooled Water,13,73.28,0.129,0.9,59.39,22,1010
2017,10,10,21,32,378,73,32,378,73,Probably Clear,14,83.68,0.129,1,71.9,20,1010
2017,10,10,22,0,0,0,0,0,0,Clear,14,94.63,0.129,1.2,78.41,18,1010
2017,10,10,23,0,0,0,0,0,0,Probably Clear,13,105.75,0.129,1.4,77.26,18,1010
2017,10,11,0,0,0,0,0,0,0,Probably Clear,14,116.69,0.129,1.5,82.59,17,1010
2017,10,11,1,0,0,0,0,0,0,Probably Clear,14,127.01,0.129,1.4,89.07,16,1010
2017,10,11,2,0,0,0,0,0,0,Overlapping,14,136,0.129,1.4,90.17,16,1010
2017,10,11,3,0,0,0,0,0,0,Probably Clear,14,142.49,0.129,1.5,91.43,16,1010
2017,10,11,4,0,0,0,0,0,0,Probably Clear,14,144.95,0.129,1.5,98.62,15,1010
2017,10,11,5,0,0,0,0,0,0,Overlapping,14,142.55,0.129,1.7,99.33,15,1010
2017,10,11,6,0,0,0,0,0,0,Probably Clear,14,136.11,0.129,1.8,99.38,15,1010
2017,10,11,7,0,0,0,0,0,0,Overlapping,14,127.15,0.129,1.9,99.53,15,1010
2017,10,11,8,0,0,0,0,0,0,Overlapping,14,116.86,0.129,1.9,99.67,15,1010
2017,10,11,9,0,0,0,0,0,0,Overlapping,15,105.93,0.129,1.9,100,15,1010
2017,10,11,10,0,0,0,0,0,0,Overlapping,15,94.83,0.129,1.9,100,15,1010
2017,10,11,11,28.73684211,311.8947368,60.31578947,28.73684211,311.8947368,60.31578947,Overlapping,15,83.91,0.129,1.9,100,15,1010
2017,10,11,12,63.63636364,574.6190476,212.5454545,62,615.9545455,230.9545455,Overlapping,15,73.53,0.129,1.8,89.65,17,1010
2017,10,11,13,183,182,263,96,671,388,Overlapping,15,64.17,0.129,1.8,84.62,18,1010
2017,10,11,14,239,72,279,111,735,518,Overlapping,15,56.46,0.129,1.9,78.52,19,1010
2017,10,11,15,259,362,486,117,778,604,Water,14,51.25,0.129,2.1,72.73,20,1010
2017,10,11,16,278,340,500,124,781,633,Cirrus,14,49.39,0.129,2.4,71.77,20,1010
2017,10,11,17,253,386,494,123,770,605,Overlapping,14,51.27,0.129,2.6,75.03,19,1010
2017,10,11,18,62,704.8333333,62,128,701,515,Overlapping,14,56.5,0.129,2.8,78.31,18,1010
2017,10,11,19,181,77,214,112,626,384,Super-Cooled Water,13,64.22,0.129,2.9,76.71,18,1010
2017,10,11,20,60.125,623.1875,227.625,60.125,623.1875,227.625,Super-Cooled Water,13,73.6,0.129,2.8,79.73,17,1010
2017,10,11,21,28,286.9375,60.5625,28,286.9375,60.5625,Super-Cooled Water,13,83.99,0.129,2.6,82.69,16,1010
2017,10,11,22,0,0,0,0,0,0,Overlapping,12,94.92,0.129,2.7,86.78,15,1010
2017,10,11,23,0,0,0,0,0,0,Super-Cooled Water,12,106.05,0.129,2.8,85.06,15,1010
2017,10,12,0,0,0,0,0,0,0,Overlapping,12,117,0.129,2.7,83.08,15,1020
2017,10,12,1,0,0,0,0,0,0,Super-Cooled Water,11,127.34,0.129,2.7,87.46,14,1020
2017,10,12,2,0,0,0,0,0,0,Overlapping,11,136.35,0.129,3.2,87.28,14,1020
2017,10,12,3,0,0,0,0,0,0,Super-Cooled Water,11,142.86,0.129,3.7,86.57,14,1020
2017,10,12,4,0,0,0,0,0,0,Probably Clear,11,145.32,0.129,3.9,88.29,13,1020
2017,10,12,5,0,0,0,0,0,0,Overlapping,10,142.88,0.129,3.9,83.99,13,1020
2017,10,12,6,0,0,0,0,0,0,Overlapping,9,136.39,0.129,4.1,79.04,13,1020
