date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonup,sunup,moonrise,moonset,sunrise,sunset,DewPointC Norm,FeelsLikeC Norm,HeatIndexC Norm,WindChillC Norm,WindGustKmph Norm,cloudcover Norm,humidity Norm,precipMM Norm,pressure Norm,tempC Norm,visibility,winddirDegree Norm,windspeedKmph Norm
10/3/2017 2:00,18,13,0,11.6,5,85,0,0,4:34 pm,3:06 am,5:43 am,5:21 pm,0.70212766,0.68115942,0.614035088,0.723076923,0.09,0,0.740740741,0,0.852941176,0.660377358,10,0.25,0.085714286
10/3/2017 3:00,18,13,0,11.6,5,85,0,0,4:34 pm,3:06 am,5:43 am,5:21 pm,0.680851064,0.666666667,0.614035088,0.707692308,0.1,0,0.740740741,0,0.867647059,0.660377358,10,0.233333333,0.1
10/3/2017 4:00,18,13,0,11.6,5,85,0,0,4:34 pm,3:06 am,5:43 am,5:21 pm,0.680851064,0.68115942,0.614035088,0.723076923,0.09,0,0.703703704,0,0.867647059,0.660377358,10,0.269444444,0.085714286
10/3/2017 5:00,18,13,0,11.6,5,85,0,0,4:34 pm,3:06 am,5:43 am,5:21 pm,0.680851064,0.695652174,0.631578947,0.738461538,0.08,0,0.666666667,0,0.882352941,0.679245283,10,0.302777778,0.085714286
10/3/2017 6:00,18,13,0,11.6,5,85,0,1,4:34 pm,3:06 am,5:43 am,5:21 pm,0.680851064,0.695652174,0.631578947,0.738461538,0.07,0,0.62962963,0,0.897058824,0.679245283,10,0.338888889,0.085714286
10/3/2017 7:00,18,13,0,11.6,5,85,0,1,4:34 pm,3:06 am,5:43 am,5:21 pm,0.659574468,0.710144928,0.649122807,0.753846154,0.08,0,0.555555556,0,0.897058824,0.698113208,10,0.330555556,0.1
10/3/2017 8:00,18,13,0,11.6,5,85,0,1,4:34 pm,3:06 am,5:43 am,5:21 pm,0.638297872,0.724637681,0.666666667,0.769230769,0.09,0,0.481481481,0,0.897058824,0.716981132,10,0.325,0.114285714
10/3/2017 9:00,18,13,0,11.6,5,85,0,1,4:34 pm,3:06 am,5:43 am,5:21 pm,0.638297872,0.739130435,0.684210526,0.784615385,0.1,0,0.419753086,0,0.897058824,0.735849057,10,0.316666667,0.128571429
10/3/2017 10:00,18,13,0,11.6,5,85,0,1,4:34 pm,3:06 am,5:43 am,5:21 pm,0.638297872,0.739130435,0.684210526,0.784615385,0.1,0,0.395061728,0,0.882352941,0.735849057,10,0.338888889,0.128571429
10/3/2017 11:00,18,13,0,11.6,5,85,0,1,4:34 pm,3:06 am,5:43 am,5:21 pm,0.638297872,0.739130435,0.684210526,0.784615385,0.1,0,0.382716049,0,0.882352941,0.735849057,10,0.363888889,0.128571429
10/3/2017 12:00,18,13,0,11.6,5,85,0,1,4:34 pm,3:06 am,5:43 am,5:21 pm,0.617021277,0.739130435,0.684210526,0.784615385,0.11,0,0.37037037,0,0.867647059,0.735849057,10,0.386111111,0.128571429
10/3/2017 13:00,18,13,0,11.6,5,85,0,1,4:34 pm,3:06 am,5:43 am,5:21 pm,0.638297872,0.739130435,0.684210526,0.784615385,0.13,0,0.382716049,0,0.867647059,0.735849057,10,0.402777778,0.157142857
10/3/2017 14:00,18,13,0,11.6,5,85,0,1,4:34 pm,3:06 am,5:43 am,5:21 pm,0.638297872,0.739130435,0.684210526,0.784615385,0.16,0,0.407407407,0,0.867647059,0.735849057,10,0.422222222,0.171428571
10/3/2017 15:00,18,13,0,11.6,5,85,0,1,4:34 pm,3:06 am,5:43 am,5:21 pm,0.638297872,0.724637681,0.666666667,0.769230769,0.18,0,0.419753086,0,0.852941176,0.716981132,10,0.438888889,0.2
10/3/2017 16:00,18,13,0,11.6,5,85,0,1,4:34 pm,3:06 am,5:43 am,5:21 pm,0.638297872,0.695652174,0.649122807,0.738461538,0.21,0,0.481481481,0,0.852941176,0.698113208,10,0.466666667,0.2
10/3/2017 17:00,18,13,0,11.6,5,85,0,1,4:34 pm,3:06 am,5:43 am,5:21 pm,0.638297872,0.68115942,0.631578947,0.723076923,0.23,0,0.543209877,0,0.852941176,0.679245283,10,0.494444444,0.214285714
10/3/2017 18:00,18,13,0,11.6,5,85,0,0,4:34 pm,3:06 am,5:43 am,5:21 pm,0.638297872,0.652173913,0.596491228,0.692307692,0.26,0,0.604938272,0,0.852941176,0.641509434,10,0.519444444,0.214285714
10/3/2017 19:00,18,13,0,11.6,5,85,0,0,4:34 pm,3:06 am,5:43 am,5:21 pm,0.638297872,0.652173913,0.596491228,0.692307692,0.26,0,0.62962963,0,0.838235294,0.641509434,10,0.544444444,0.214285714
10/3/2017 20:00,18,13,0,11.6,5,85,0,0,4:34 pm,3:06 am,5:43 am,5:21 pm,0.638297872,0.637681159,0.596491228,0.676923077,0.26,0,0.666666667,0,0.838235294,0.641509434,10,0.569444444,0.214285714
10/3/2017 21:00,18,13,0,11.6,5,85,0,0,4:34 pm,3:06 am,5:43 am,5:21 pm,0.638297872,0.637681159,0.596491228,0.676923077,0.27,0,0.691358025,0,0.823529412,0.641509434,10,0.594444444,0.214285714
10/3/2017 22:00,18,13,0,11.6,5,85,0,0,4:34 pm,3:06 am,5:43 am,5:21 pm,0.638297872,0.637681159,0.578947368,0.676923077,0.28,0,0.703703704,0,0.823529412,0.622641509,10,0.608333333,0.228571429
10/3/2017 23:00,18,13,0,11.6,5,85,0,0,4:34 pm,3:06 am,5:43 am,5:21 pm,0.638297872,0.637681159,0.578947368,0.676923077,0.29,0,0.716049383,0,0.808823529,0.622641509,10,0.625,0.242857143
10/4/2017 0:00,23,12,0,11.6,5,92,0,0,5:06 pm,4:11 am,5:44 am,5:19 pm,0.638297872,0.623188406,0.578947368,0.661538462,0.31,0,0.728395062,0,0.808823529,0.622641509,10,0.638888889,0.242857143
10/4/2017 1:00,23,12,0,11.6,5,92,0,0,5:06 pm,4:11 am,5:44 am,5:19 pm,0.659574468,0.623188406,0.578947368,0.661538462,0.3,0,0.740740741,0,0.794117647,0.622641509,10,0.641666667,0.242857143
10/4/2017 2:00,23,12,0,11.6,5,92,0,0,5:06 pm,4:11 am,5:44 am,5:19 pm,0.659574468,0.623188406,0.578947368,0.661538462,0.3,0,0.740740741,0,0.794117647,0.622641509,10,0.641666667,0.242857143
10/4/2017 3:00,23,12,0,11.6,5,92,0,0,5:06 pm,4:11 am,5:44 am,5:19 pm,0.659574468,0.623188406,0.578947368,0.661538462,0.3,0,0.75308642,0,0.779411765,0.622641509,10,0.644444444,0.242857143
10/4/2017 4:00,23,12,0,11.6,5,92,0,0,5:06 pm,4:11 am,5:44 am,5:19 pm,0.659574468,0.637681159,0.596491228,0.676923077,0.3,0,0.740740741,0,0.779411765,0.641509434,10,0.652777778,0.257142857
10/4/2017 5:00,23,12,0,11.6,5,92,0,0,5:06 pm,4:11 am,5:44 am,5:19 pm,0.659574468,0.637681159,0.596491228,0.676923077,0.3,0,0.728395062,0,0.779411765,0.641509434,10,0.661111111,0.271428571
10/4/2017 6:00,23,12,0,11.6,5,92,0,1,5:06 pm,4:11 am,5:44 am,5:19 pm,0.659574468,0.652173913,0.614035088,0.692307692,0.3,0,0.703703704,0,0.779411765,0.660377358,10,0.669444444,0.3
10/4/2017 7:00,23,12,0,11.6,5,92,0,1,5:06 pm,4:11 am,5:44 am,5:19 pm,0.680851064,0.68115942,0.631578947,0.723076923,0.28,0,0.641975309,0,0.764705882,0.679245283,10,0.661111111,0.285714286
10/4/2017 8:00,23,12,0,11.6,5,92,0,1,5:06 pm,4:11 am,5:44 am,5:19 pm,0.70212766,0.724637681,0.666666667,0.769230769,0.25,0,0.567901235,0,0.75,0.716981132,10,0.652777778,0.285714286
10/4/2017 9:00,23,12,0,11.6,5,92,0,1,5:06 pm,4:11 am,5:44 am,5:19 pm,0.70212766,0.753623188,0.701754386,0.8,0.23,0,0.50617284,0,0.735294118,0.754716981,10,0.644444444,0.271428571
10/4/2017 10:00,23,12,0,11.6,5,92,0,1,5:06 pm,4:11 am,5:44 am,5:19 pm,0.70212766,0.768115942,0.736842105,0.815384615,0.23,0,0.469135802,0,0.720588235,0.773584906,10,0.638888889,0.257142857
10/4/2017 11:00,23,12,0,11.6,5,92,0,1,5:06 pm,4:11 am,5:44 am,5:19 pm,0.723404255,0.797101449,0.771929825,0.846153846,0.23,0,0.419753086,0,0.705882353,0.811320755,10,0.633333333,0.242857143
10/4/2017 12:00,23,12,0,11.6,5,92,0,1,5:06 pm,4:11 am,5:44 am,5:19 pm,0.723404255,0.84057971,0.807017544,0.861538462,0.23,0,0.382716049,0,0.691176471,0.830188679,10,0.627777778,0.242857143
10/4/2017 13:00,23,12,0,11.6,5,92,0,1,5:06 pm,4:11 am,5:44 am,5:19 pm,0.723404255,0.84057971,0.807017544,0.846153846,0.26,0,0.419753086,0,0.691176471,0.811320755,10,0.622222222,0.271428571
10/4/2017 14:00,23,12,0,11.6,5,92,0,1,5:06 pm,4:11 am,5:44 am,5:19 pm,0.744680851,0.797101449,0.789473684,0.846153846,0.3,0,0.456790123,0,0.676470588,0.811320755,10,0.616666667,0.3
10/4/2017 15:00,23,12,0,11.6,5,92,0,1,5:06 pm,4:11 am,5:44 am,5:19 pm,0.744680851,0.782608696,0.789473684,0.830769231,0.34,0,0.49382716,0,0.661764706,0.79245283,10,0.611111111,0.328571429
10/4/2017 16:00,23,12,0,11.6,5,92,0,1,5:06 pm,4:11 am,5:44 am,5:19 pm,0.744680851,0.768115942,0.754385965,0.815384615,0.33,0,0.567901235,0,0.661764706,0.773584906,10,0.613888889,0.3
10/4/2017 17:00,23,12,0,11.6,5,92,0,1,5:06 pm,4:11 am,5:44 am,5:19 pm,0.744680851,0.739130435,0.719298246,0.784615385,0.32,0,0.641975309,0,0.661764706,0.735849057,10,0.619444444,0.285714286
10/4/2017 18:00,23,12,0,11.6,5,92,0,0,5:06 pm,4:11 am,5:44 am,5:19 pm,0.744680851,0.724637681,0.666666667,0.769230769,0.32,0,0.703703704,0,0.661764706,0.716981132,10,0.622222222,0.257142857
10/4/2017 19:00,23,12,0,11.6,5,92,0,0,5:06 pm,4:11 am,5:44 am,5:19 pm,0.744680851,0.724637681,0.666666667,0.769230769,0.34,0.01,0.740740741,0,0.647058824,0.716981132,10,0.625,0.285714286
10/4/2017 20:00,23,12,0,11.6,5,92,0,0,5:06 pm,4:11 am,5:44 am,5:19 pm,0.765957447,0.724637681,0.666666667,0.769230769,0.36,0.01,0.777777778,0,0.647058824,0.716981132,10,0.627777778,0.3
10/4/2017 21:00,23,12,0,11.6,5,92,0,0,5:06 pm,4:11 am,5:44 am,5:19 pm,0.765957447,0.724637681,0.666666667,0.769230769,0.38,0.02,0.802469136,0,0.632352941,0.716981132,10,0.630555556,0.328571429
10/4/2017 22:00,23,12,0,11.6,5,92,0,0,5:06 pm,4:11 am,5:44 am,5:19 pm,0.765957447,0.724637681,0.666666667,0.769230769,0.39,0.05,0.802469136,0,0.632352941,0.716981132,10,0.636111111,0.342857143
10/4/2017 23:00,23,12,0,11.6,5,92,0,0,5:06 pm,4:11 am,5:44 am,5:19 pm,0.765957447,0.724637681,0.666666667,0.769230769,0.4,0.09,0.790123457,0,0.617647059,0.716981132,10,0.638888889,0.342857143
10/5/2017 0:00,25,18,0,8.7,6,98,0,0,5:39 pm,5:19 am,5:45 am,5:18 pm,0.787234043,0.739130435,0.684210526,0.784615385,0.41,0.12,0.777777778,0,0.617647059,0.735849057,10,0.641666667,0.357142857
10/5/2017 1:00,25,18,0,8.7,6,98,0,0,5:39 pm,5:19 am,5:45 am,5:18 pm,0.787234043,0.739130435,0.684210526,0.784615385,0.38,0.14,0.777777778,0,0.617647059,0.735849057,10,0.647222222,0.328571429
10/5/2017 2:00,25,18,0,8.7,6,98,0,0,5:39 pm,5:19 am,5:45 am,5:18 pm,0.787234043,0.739130435,0.684210526,0.784615385,0.35,0.16,0.765432099,0.01,0.602941176,0.735849057,9,0.65,0.3
10/5/2017 3:00,25,18,0,8.7,6,98,0,0,5:39 pm,5:19 am,5:45 am,5:18 pm,0.787234043,0.739130435,0.684210526,0.784615385,0.32,0.18,0.765432099,0.01,0.602941176,0.735849057,9,0.655555556,0.271428571
10/5/2017 4:00,25,18,0,8.7,6,98,0,0,5:39 pm,5:19 am,5:45 am,5:18 pm,0.787234043,0.739130435,0.684210526,0.784615385,0.3,0.15,0.765432099,0,0.602941176,0.735849057,9,0.663888889,0.257142857
10/5/2017 5:00,25,18,0,8.7,6,98,0,0,5:39 pm,5:19 am,5:45 am,5:18 pm,0.787234043,0.739130435,0.684210526,0.784615385,0.28,0.13,0.777777778,0,0.602941176,0.735849057,10,0.669444444,0.242857143
10/5/2017 6:00,25,18,0,8.7,6,98,0,1,5:39 pm,5:19 am,5:45 am,5:18 pm,0.787234043,0.739130435,0.684210526,0.784615385,0.26,0.1,0.777777778,0,0.602941176,0.735849057,10,0.677777778,0.228571429
10/5/2017 7:00,25,18,0,8.7,6,98,0,1,5:39 pm,5:19 am,5:45 am,5:18 pm,0.787234043,0.768115942,0.736842105,0.815384615,0.23,0.15,0.666666667,0,0.617647059,0.773584906,10,0.694444444,0.214285714
10/5/2017 8:00,25,18,0,8.7,6,98,0,1,5:39 pm,5:19 am,5:45 am,5:18 pm,0.765957447,0.797101449,0.771929825,0.846153846,0.21,0.21,0.567901235,0,0.617647059,0.811320755,10,0.708333333,0.2
10/5/2017 9:00,25,18,0,8.7,6,98,0,1,5:39 pm,5:19 am,5:45 am,5:18 pm,0.765957447,0.84057971,0.807017544,0.861538462,0.19,0.26,0.469135802,0,0.617647059,0.830188679,10,0.725,0.185714286
10/5/2017 10:00,25,18,0,8.7,6,98,0,1,5:39 pm,5:19 am,5:45 am,5:18 pm,0.787234043,0.84057971,0.807017544,0.876923077,0.18,0.43,0.456790123,0,0.602941176,0.849056604,10,0.688888889,0.171428571
10/5/2017 11:00,25,18,0,8.7,6,98,0,1,5:39 pm,5:19 am,5:45 am,5:18 pm,0.787234043,0.855072464,0.824561404,0.892307692,0.18,0.61,0.456790123,0,0.588235294,0.867924528,10,0.655555556,0.157142857
10/5/2017 12:00,25,18,0,8.7,6,98,0,1,5:39 pm,5:19 am,5:45 am,5:18 pm,0.808510638,0.855072464,0.824561404,0.892307692,0.17,0.79,0.456790123,0,0.588235294,0.867924528,10,0.622222222,0.142857143
10/5/2017 13:00,25,18,0,8.7,6,98,0,1,5:39 pm,5:19 am,5:45 am,5:18 pm,0.808510638,0.855072464,0.824561404,0.892307692,0.19,0.78,0.49382716,0,0.573529412,0.867924528,10,0.622222222,0.157142857
10/5/2017 14:00,25,18,0,8.7,6,98,0,1,5:39 pm,5:19 am,5:45 am,5:18 pm,0.808510638,0.855072464,0.824561404,0.876923077,0.21,0.77,0.530864198,0,0.573529412,0.849056604,10,0.625,0.171428571
10/5/2017 15:00,25,18,0,8.7,6,98,0,1,5:39 pm,5:19 am,5:45 am,5:18 pm,0.829787234,0.84057971,0.807017544,0.876923077,0.23,0.76,0.567901235,0,0.573529412,0.849056604,10,0.625,0.185714286
10/5/2017 16:00,25,18,0,8.7,6,98,0,1,5:39 pm,5:19 am,5:45 am,5:18 pm,0.808510638,0.826086957,0.789473684,0.861538462,0.24,0.61,0.617283951,0,0.573529412,0.830188679,10,0.633333333,0.185714286
10/5/2017 17:00,25,18,0,8.7,6,98,0,1,5:39 pm,5:19 am,5:45 am,5:18 pm,0.808510638,0.797101449,0.754385965,0.846153846,0.25,0.47,0.666666667,0,0.573529412,0.811320755,10,0.641666667,0.185714286
